,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
1055,1055,전남,2015-03-08,0.005,0.532,0.031,0.02,47.278,32.118
1056,1056,전남,2015-03-09,0.003,0.384,0.04,0.011,41.803,24.352
1057,1057,전남,2015-03-10,0.002,0.32,0.035,0.006,33.958,10.275
1058,1058,전남,2015-03-11,0.005,0.466,0.038,0.01,54.486,27.16
1059,1059,전남,2015-03-12,0.003,0.356,0.036,0.012,38.631,20.454
1060,1060,전남,2015-03-13,0.004,0.513,0.034,0.023,67.271,44.66
1061,1061,전남,2015-03-14,0.006,0.478,0.034,0.018,47.451,31.118
1062,1062,전남,2015-03-15,0.004,0.424,0.028,0.019,38.175,24.427
1063,1063,전남,2015-03-16,0.006,0.576,0.028,0.028,62.148,39.047
1064,1064,전남,2015-03-17,0.007,0.618,0.026,0.034,76.619,44.407
1065,1065,전남,2015-03-18,0.003,0.508,0.028,0.018,24.388,16.411
1066,1066,전남,2015-03-19,0.003,0.499,0.036,0.016,17.629,12.621
1067,1067,전남,2015-03-20,0.005,0.76,0.035,0.023,67.283,41.877
1068,1068,전남,2015-03-21,0.005,0.698,0.04,0.023,103.882,55.958
1069,1069,전남,2015-03-22,0.006,0.672,0.049,0.012,138.819,68.639
1070,1070,전남,2015-03-23,0.003,0.327,0.038,0.009,39.28,10.93
1071,1071,전남,2015-03-24,0.004,0.41,0.038,0.013,37.294,18.608
1072,1072,전남,2015-03-25,0.005,0.481,0.034,0.02,35.571,22.75
1073,1073,전남,2015-03-26,0.003,0.423,0.032,0.02,32.782,21.923
1074,1074,전남,2015-03-27,0.005,0.512,0.03,0.027,45.912,29.562
1075,1075,전남,2015-03-28,0.003,0.379,0.034,0.02,39.535,25.771
1076,1076,전남,2015-03-29,0.004,0.447,0.04,0.017,51.889,34.083
1077,1077,전남,2015-03-30,0.006,0.619,0.044,0.021,90.557,63.143
1078,1078,전남,2015-03-31,0.004,0.612,0.027,0.025,52.646,38.577
1079,1079,제주,2015-01-01,0.0,0.145,0.032,0.002,27.55,1.3
1080,1080,제주,2015-01-02,0.001,0.227,0.035,0.003,42.955,1.909
1081,1081,제주,2015-01-03,0.0,0.15,0.038,0.002,25.2,1.0
1082,1082,제주,2015-01-04,0.0,0.374,0.052,0.007,87.739,4.435
1083,1083,제주,2015-01-05,0.001,0.31,0.048,0.006,73.15,4.05
1084,1084,제주,2015-01-06,,0.2,0.038,0.003,49.333,2.667
1085,1085,제주,2015-01-07,,0.165,0.037,0.001,29.7,1.25
1086,1086,제주,2015-01-08,,0.185,0.037,0.001,27.35,1.1
1087,1087,제주,2015-01-09,,0.389,0.038,0.005,60.368,2.842
1088,1088,제주,2015-01-10,,0.561,0.038,0.01,98.739,5.522
1089,1089,제주,2015-01-11,,0.468,0.044,0.007,105.591,7.409
1090,1090,제주,2015-01-12,,0.2,0.037,0.003,26.895,1.0
1091,1091,제주,2015-01-13,,0.186,0.033,0.005,30.429,1.5
1092,1092,제주,2015-01-14,,0.156,0.032,0.004,19.444,1.0
1093,1093,제주,2015-01-15,,0.335,0.042,0.006,55.0,4.0
1094,1094,제주,2015-01-16,,0.648,0.04,0.006,98.381,7.476
1095,1095,제주,2015-01-17,,0.25,0.036,0.003,49.2,3.1
1096,1096,제주,2015-01-18,,0.2,0.04,0.002,28.0,1.545
1097,1097,제주,2015-01-19,,0.332,0.04,0.005,104.318,4.818
1098,1098,제주,2015-01-20,,0.194,0.036,0.003,38.562,1.688
1099,1099,제주,2015-01-21,,0.2,0.042,0.003,26.727,1.318
1100,1100,제주,2015-01-22,,0.239,0.047,0.003,36.278,2.222
1101,1101,제주,2015-01-23,,0.2,0.046,0.002,31.174,1.261
1102,1102,제주,2015-01-24,,0.191,0.046,0.002,22.409,1.045
1103,1103,제주,2015-01-25,,0.143,0.043,0.003,27.565,1.261
1104,1104,제주,2015-01-26,,0.362,0.046,0.004,65.0,4.333
1105,1105,제주,2015-01-27,,0.321,0.041,0.002,54.526,3.895
1106,1106,제주,2015-01-28,,0.178,0.038,0.001,28.889,1.444
1107,1107,제주,2015-01-29,,0.2,0.037,0.003,17.0,1.0
1108,1108,제주,2015-01-30,,0.255,0.04,0.003,33.75,1.7
1109,1109,제주,2015-01-31,,0.175,0.04,0.001,28.85,1.1
1110,1110,제주,2015-02-01,,0.175,0.041,0.003,24.5,1.0
1111,1111,제주,2015-02-02,,0.189,0.042,0.004,23.667,1.0
1112,1112,제주,2015-02-03,,0.271,0.045,0.003,31.81,1.286
1113,1113,제주,2015-02-04,,0.527,0.056,0.005,84.909,5.091
1114,1114,제주,2015-02-05,,0.322,0.047,0.003,55.391,2.913
1115,1115,제주,2015-02-06,,0.138,0.045,0.002,32.333,1.048
1116,1116,제주,2015-02-07,,0.291,0.052,0.004,63.217,3.348
1117,1117,제주,2015-02-08,,0.2,0.042,0.003,51.15,2.35
1118,1118,제주,2015-02-09,,0.138,0.042,0.001,19.538,1.0
1119,1119,제주,2015-02-10,,0.289,0.054,0.004,61.526,2.947
1120,1120,제주,2015-02-11,,0.252,0.059,0.005,58.87,2.174
1121,1121,제주,2015-02-12,,0.285,0.056,0.004,62.3,2.8
1122,1122,제주,2015-02-13,,0.14,0.048,0.002,22.2,1.0
1123,1123,제주,2015-02-14,,0.305,0.066,0.004,66.667,2.952
1124,1124,제주,2015-02-15,,0.357,0.068,0.004,79.739,3.87
1125,1125,제주,2015-02-16,,0.385,0.054,0.003,34.2,1.8
1126,1126,제주,2015-02-17,0.0,0.48,0.052,0.003,119.15,4.45
1127,1127,제주,2015-02-18,0.0,0.295,0.052,0.002,59.773,2.682
1128,1128,제주,2015-02-19,0.0,0.205,0.051,0.002,31.273,1.091
1129,1129,제주,2015-02-20,0.0,0.275,0.051,0.003,33.35,1.7
1130,1130,제주,2015-02-21,0.0,0.211,0.047,0.002,17.444,1.0
1131,1131,제주,2015-02-22,0.0,0.305,0.049,0.002,80.619,3.048
1132,1132,제주,2015-02-23,0.0,0.195,0.044,0.002,271.8,4.3
1133,1133,제주,2015-02-24,0.001,0.239,0.05,0.003,86.696,2.087
1134,1134,제주,2015-02-25,0.001,0.243,0.05,0.004,50.286,1.476
1135,1135,제주,2015-02-26,0.0,0.295,0.049,0.003,53.714,2.095
1136,1136,제주,2015-02-27,0.0,0.212,0.045,0.002,32.941,1.118
1137,1137,제주,2015-02-28,0.0,0.2,0.047,0.005,34.682,1.5
1138,1138,제주,2015-03-01,0.001,0.286,0.056,0.003,92.857,2.857
1139,1139,제주,2015-03-02,0.0,0.222,0.05,0.003,106.522,1.957
1140,1140,제주,2015-03-03,0.0,0.233,0.059,0.002,88.19,2.286
1141,1141,제주,2015-03-04,0.0,0.188,0.048,0.001,40.176,1.176
1142,1142,제주,2015-03-05,0.001,0.205,0.051,0.004,28.045,1.091
1143,1143,제주,2015-03-06,0.0,0.2,0.044,0.008,27.0,1.391
1144,1144,제주,2015-03-07,0.0,0.268,0.054,0.004,31.368,1.368
1145,1145,제주,2015-03-08,0.001,0.206,0.065,0.004,32.938,1.188
1146,1146,제주,2015-03-09,0.0,0.215,0.06,0.002,40.3,1.85
1147,1147,제주,2015-03-10,0.0,0.182,0.049,0.001,37.545,1.364
1148,1148,제주,2015-03-11,0.002,0.309,0.061,0.004,66.522,2.913
1149,1149,제주,2015-03-12,0.002,0.37,0.072,0.005,96.609,4.391
1150,1150,제주,2015-03-13,0.001,0.259,0.071,0.004,60.591,2.409
1151,1151,제주,2015-03-14,0.001,0.217,0.061,0.006,48.348,1.783
1152,1152,제주,2015-03-15,0.001,0.2,0.062,0.007,40.0,1.522
1153,1153,제주,2015-03-16,0.001,0.23,0.051,0.01,34.696,1.478
1154,1154,제주,2015-03-17,0.0,0.209,0.044,0.007,41.739,1.652
1155,1155,제주,2015-03-18,0.0,0.233,0.041,0.005,32.889,1.333
1156,1156,제주,2015-03-19,0.0,0.357,0.042,0.006,24.286,1.0
1157,1157,제주,2015-03-20,0.001,0.591,0.077,0.008,87.174,4.478
1158,1158,제주,2015-03-21,0.001,0.627,0.083,0.009,137.5,7.227
1159,1159,제주,2015-03-22,0.001,0.577,0.061,0.01,187.045,6.955
1160,1160,제주,2015-03-23,0.0,0.15,0.054,0.004,44.786,1.0
1161,1161,제주,2015-03-24,0.001,0.2,0.057,0.003,33.826,1.0
1162,1162,제주,2015-03-25,0.001,0.2,0.056,0.004,21.0,1.0
1163,1163,제주,2015-03-26,0.0,0.2,0.062,0.005,24.0,1.15
1164,1164,제주,2015-03-27,0.001,0.205,0.056,0.008,34.955,1.455
1165,1165,제주,2015-03-28,0.0,0.196,0.06,0.005,40.565,1.478
1166,1166,제주,2015-03-29,0.0,0.2,0.059,0.003,31.174,1.348
1167,1167,제주,2015-03-30,0.0,0.327,0.07,0.007,91.455,4.818
1168,1168,제주,2015-03-31,0.0,0.214,0.059,0.004,43.429,1.929
1169,1169,충북,2015-01-01,0.006,0.546,0.022,0.015,58.25,12.292
1170,1170,충북,2015-01-02,0.006,0.642,0.017,0.026,33.292,14.583
1171,1171,충북,2015-01-03,0.008,1.042,0.009,0.039,48.667,24.125
1172,1172,충북,2015-01-04,0.009,1.638,0.008,0.046,78.167,40.583
1173,1173,충북,2015-01-05,0.009,1.558,0.006,0.052,134.083,70.25
1174,1174,충북,2015-01-06,0.006,0.692,0.018,0.029,69.083,29.75
1175,1175,충북,2015-01-07,0.008,0.726,0.017,0.03,50.957,13.783
1176,1176,충북,2015-01-08,0.007,0.887,0.01,0.038,63.5,24.708
1177,1177,충북,2015-01-09,0.007,1.033,0.007,0.04,69.583,32.542
1178,1178,충북,2015-01-10,0.007,0.979,0.011,0.038,64.5,30.125
1179,1179,충북,2015-01-11,0.008,0.95,0.018,0.028,53.875,24.292
1180,1180,충북,2015-01-12,0.007,0.892,0.016,0.037,69.167,30.5
1181,1181,충북,2015-01-13,0.007,1.258,0.008,0.047,94.625,43.292
1182,1182,충북,2015-01-14,0.007,1.143,0.006,0.045,99.478,47.304
1183,1183,충북,2015-01-15,0.009,1.221,0.007,0.052,110.292,52.0
1184,1184,충북,2015-01-16,0.006,1.271,0.01,0.042,113.833,59.375
1185,1185,충북,2015-01-17,0.007,0.712,0.023,0.023,47.333,20.25
1186,1186,충북,2015-01-18,0.007,0.838,0.013,0.031,47.042,21.708
1187,1187,충북,2015-01-19,0.007,0.929,0.015,0.033,77.625,33.708
1188,1188,충북,2015-01-20,0.006,0.909,0.01,0.037,78.217,32.652
1189,1189,충북,2015-01-21,0.007,1.3,0.002,0.05,103.238,42.095
1190,1190,충북,2015-01-22,0.005,0.9,0.004,0.045,81.417,45.375
1191,1191,충북,2015-01-23,0.007,1.188,0.006,0.044,88.583,46.25
1192,1192,충북,2015-01-24,0.007,1.075,0.008,0.042,84.167,42.167
1193,1193,충북,2015-01-25,0.006,1.225,0.003,0.04,125.333,71.667
1194,1194,충북,2015-01-26,0.006,1.046,0.008,0.036,90.833,52.833
1195,1195,충북,2015-01-27,0.007,0.895,0.017,0.025,75.619,35.143
1196,1196,충북,2015-01-28,0.005,0.786,0.011,0.031,75.524,23.048
1197,1197,충북,2015-01-29,0.005,1.017,0.002,0.042,90.609,41.652
1198,1198,충북,2015-01-30,0.007,0.808,0.016,0.029,61.5,25.583
1199,1199,충북,2015-01-31,0.008,0.838,0.014,0.031,51.583,19.917
1200,1200,충북,2015-02-01,0.007,1.026,0.01,0.037,68.348,30.348
1201,1201,충북,2015-02-02,0.007,1.138,0.006,0.046,87.417,40.083
1202,1202,충북,2015-02-03,0.008,0.97,0.005,0.055,113.2,51.0
1203,1203,충북,2015-02-04,0.011,0.925,0.008,0.051,136.083,72.833
1204,1204,충북,2015-02-05,0.012,0.558,0.019,0.038,122.083,65.417
1205,1205,충북,2015-02-06,0.008,0.288,0.017,0.034,73.583,35.333
1206,1206,충북,2015-02-07,0.008,0.342,0.011,0.036,64.5,30.667
1207,1207,충북,2015-02-08,0.007,0.133,0.027,0.009,89.917,12.417
1208,1208,충북,2015-02-09,0.007,0.183,0.015,0.023,38.75,11.167
1209,1209,충북,2015-02-10,0.013,0.477,0.014,0.04,115.545,49.455
1210,1210,충북,2015-02-11,0.011,0.717,0.014,0.048,135.583,66.833
1211,1211,충북,2015-02-12,0.009,0.192,0.023,0.024,49.0,15.667
1212,1212,충북,2015-02-13,0.009,0.265,0.018,0.029,51.13,11.739
1213,1213,충북,2015-02-14,0.009,0.612,0.011,0.051,90.333,40.333
1214,1214,충북,2015-02-15,0.008,0.719,0.018,0.039,135.429,66.762
1215,1215,충북,2015-02-16,,0.375,0.047,0.007,67.0,36.5
1216,1216,충북,2015-02-18,0.005,0.455,0.03,0.017,90.182,35.818
1217,1217,충북,2015-02-19,0.004,0.608,0.019,0.026,77.917,34.292
1218,1218,충북,2015-02-20,0.005,0.675,0.017,0.03,70.0,30.625
1219,1219,충북,2015-02-21,0.005,0.433,0.012,0.031,34.833,11.208
1220,1220,충북,2015-02-22,0.004,0.417,0.019,0.018,160.87,40.609
1221,1221,충북,2015-02-23,0.004,0.337,0.019,0.018,411.375,93.583
1222,1222,충북,2015-02-24,0.006,0.513,0.015,0.03,123.0,33.5
1223,1223,충북,2015-02-25,0.006,0.583,0.009,0.039,96.25,30.667
1224,1224,충북,2015-02-26,0.005,0.3,0.025,0.016,50.636,15.409
1225,1225,충북,2015-02-27,0.004,0.288,0.021,0.022,41.583,9.5
1226,1226,충북,2015-02-28,0.005,0.554,0.008,0.037,70.667,25.417
1227,1227,충북,2015-03-01,0.004,0.333,0.025,0.015,126.583,33.417
1228,1228,충북,2015-03-02,0.006,0.454,0.015,0.031,113.5,25.5
1229,1229,충북,2015-03-03,0.006,0.482,0.015,0.033,83.0,26.636
1230,1230,충북,2015-03-04,0.005,0.275,0.03,0.014,46.0,6.0
1231,1231,충북,2015-03-05,0.005,0.458,0.022,0.034,68.083,28.542
1232,1232,충북,2015-03-06,0.007,0.554,0.014,0.048,84.0,37.167
1233,1233,충북,2015-03-07,0.009,0.621,0.015,0.054,95.667,46.167
1234,1234,충북,2015-03-08,0.009,0.646,0.021,0.045,108.917,47.75
1235,1235,충북,2015-03-09,0.011,0.535,0.029,0.032,109.5,43.8
1236,1236,충북,2015-03-10,0.004,0.254,0.032,0.014,43.917,9.5
1237,1237,충북,2015-03-11,0.007,0.373,0.028,0.024,60.455,24.364
1238,1238,충북,2015-03-12,0.006,0.346,0.025,0.029,40.0,13.833
1239,1239,충북,2015-03-13,0.006,0.363,0.035,0.029,74.5,42.667
1240,1240,충북,2015-03-14,0.009,0.608,0.02,0.039,72.25,36.5
1241,1241,충북,2015-03-15,0.008,0.596,0.021,0.036,83.292,48.917
1242,1242,충북,2015-03-16,0.013,0.921,0.013,0.059,143.167,67.917
1243,1243,충북,2015-03-17,0.01,0.817,0.013,0.058,197.217,104.0
1244,1244,충북,2015-03-18,0.006,0.592,0.015,0.035,97.583,60.708
1245,1245,충북,2015-03-19,0.006,0.396,0.028,0.025,50.167,27.333
1246,1246,충북,2015-03-20,0.008,0.533,0.02,0.038,113.25,47.083
1247,1247,충북,2015-03-21,0.01,0.721,0.028,0.04,160.25,60.167
1248,1248,충북,2015-03-22,0.007,0.563,0.044,0.017,189.25,78.833
1249,1249,충북,2015-03-23,0.006,0.329,0.032,0.016,62.417,13.083
1250,1250,충북,2015-03-24,0.007,0.491,0.02,0.029,58.0,25.565
1251,1251,충북,2015-03-25,0.006,0.514,0.018,0.036,62.273,31.364
1252,1252,충북,2015-03-26,0.01,0.575,0.023,0.037,77.167,38.333
1253,1253,충북,2015-03-27,0.011,0.646,0.029,0.043,94.417,50.167
1254,1254,충북,2015-03-28,0.008,0.538,0.029,0.034,85.5,47.333
1255,1255,충북,2015-03-29,,0.404,0.043,0.018,109.333,54.25
1256,1256,충북,2015-03-30,,0.696,0.025,0.037,191.333,83.083
1257,1257,충북,2015-03-31,0.009,0.723,0.008,0.039,154.727,80.909
1258,1258,강원,2015-04-01,0.003,0.554,0.036,0.014,35.736,19.161
1259,1259,강원,2015-04-02,0.003,0.555,0.028,0.016,34.215,13.634
1260,1260,강원,2015-04-03,0.003,0.653,0.031,0.017,30.391,14.333
1261,1261,강원,2015-04-04,0.003,0.48,0.037,0.013,22.914,6.086
1262,1262,강원,2015-04-05,0.003,0.528,0.031,0.013,25.522,10.2
1263,1263,강원,2015-04-06,0.004,0.597,0.023,0.017,54.43,19.441
1264,1264,강원,2015-04-07,0.003,0.537,0.03,0.012,30.856,12.556
1265,1265,강원,2015-04-08,0.004,0.554,0.027,0.017,31.269,13.677
1266,1266,강원,2015-04-09,0.004,0.603,0.022,0.024,51.977,27.552
1267,1267,강원,2015-04-10,0.005,0.594,0.032,0.027,69.552,39.385
1268,1268,강원,2015-04-11,0.005,0.577,0.036,0.024,68.812,38.604
1269,1269,강원,2015-04-12,0.004,0.508,0.038,0.017,56.844,33.76
1270,1270,강원,2015-04-13,0.003,0.391,0.045,0.012,31.989,15.717
1271,1271,강원,2015-04-14,0.003,0.5,0.037,0.017,37.1,21.85
1272,1272,강원,2015-04-15,0.005,0.595,0.039,0.025,53.701,31.391
1273,1273,강원,2015-04-16,0.004,0.606,0.031,0.021,84.955,39.045
1274,1274,강원,2015-04-17,0.004,0.451,0.033,0.017,84.198,18.125
1275,1275,강원,2015-04-18,0.004,0.447,0.032,0.02,56.792,15.25
1276,1276,강원,2015-04-19,0.004,0.472,0.032,0.015,42.67,17.032
1277,1277,강원,2015-04-20,0.003,0.434,0.041,0.014,33.976,12.554
1278,1278,강원,2015-04-21,0.004,0.546,0.026,0.019,57.699,24.976
1279,1279,강원,2015-04-22,0.005,0.549,0.041,0.019,60.678,27.763
1280,1280,강원,2015-04-23,0.004,0.467,0.046,0.018,55.667,32.533
1281,1281,강원,2015-04-24,0.004,0.491,0.046,0.018,70.562,30.575
1282,1282,강원,2015-04-25,0.004,0.478,0.035,0.02,62.021,20.621
1283,1283,강원,2015-04-26,0.006,0.562,0.057,0.015,78.958,36.365
1284,1284,강원,2015-04-27,0.006,0.649,0.063,0.019,94.368,54.515
1285,1285,강원,2015-04-28,0.003,0.463,0.04,0.022,49.074,20.632
1286,1286,강원,2015-04-29,0.003,0.525,0.029,0.023,56.469,27.49
1287,1287,강원,2015-04-30,0.003,0.481,0.032,0.016,41.579,19.295
1288,1288,강원,2015-05-01,0.003,0.525,0.041,0.019,50.295,26.853
1289,1289,강원,2015-05-02,0.003,0.541,0.04,0.019,54.726,31.779
1290,1290,강원,2015-05-03,0.002,0.516,0.027,0.014,47.146,28.012
1291,1291,강원,2015-05-04,0.002,0.397,0.034,0.012,61.24,16.333
1292,1292,강원,2015-05-05,0.003,0.411,0.037,0.014,51.156,13.24
1293,1293,강원,2015-05-06,0.004,0.535,0.037,0.023,61.095,22.0
1294,1294,강원,2015-05-07,0.004,0.541,0.044,0.02,72.635,30.115
1295,1295,강원,2015-05-08,0.004,0.552,0.044,0.021,59.083,26.833
1296,1296,강원,2015-05-09,0.004,0.513,0.048,0.015,62.867,31.322
1297,1297,강원,2015-05-10,0.003,0.464,0.041,0.011,49.302,19.76
1298,1298,강원,2015-05-11,0.003,0.518,0.026,0.016,43.437,16.535
1299,1299,강원,2015-05-12,0.003,0.456,0.046,0.011,38.729,17.169
1300,1300,강원,2015-05-13,0.004,0.383,0.054,0.013,66.485,24.455
1301,1301,강원,2015-05-14,0.003,0.402,0.057,0.016,68.431,29.828
1302,1302,강원,2015-05-15,0.003,0.572,0.055,0.016,114.519,63.901
1303,1303,강원,2015-05-16,0.002,0.383,0.043,0.014,60.4,30.453
1304,1304,강원,2015-05-17,0.003,0.418,0.053,0.015,49.705,24.968
1305,1305,강원,2015-05-18,0.002,0.393,0.045,0.019,50.179,23.505
1306,1306,강원,2015-05-19,0.002,0.452,0.052,0.014,64.851,36.245
1307,1307,강원,2015-05-20,0.002,0.396,0.036,0.014,51.467,23.7
1308,1308,강원,2015-05-21,0.004,0.395,0.049,0.016,43.611,18.263
1309,1309,강원,2015-05-22,0.005,0.465,0.066,0.017,60.532,29.777
1310,1310,강원,2015-05-23,0.003,0.396,0.055,0.018,48.032,21.011
1311,1311,강원,2015-05-24,0.003,0.358,0.056,0.016,42.632,18.337
1312,1312,강원,2015-05-25,0.003,0.404,0.055,0.018,49.5,22.604
1313,1313,강원,2015-05-26,0.003,0.386,0.057,0.019,53.25,24.771
1314,1314,강원,2015-05-27,0.002,0.347,0.052,0.018,44.42,20.0
1315,1315,강원,2015-05-28,0.003,0.387,0.063,0.018,51.118,24.978
1316,1316,강원,2015-05-29,0.004,0.424,0.067,0.02,64.189,34.768
1317,1317,강원,2015-05-30,0.003,0.365,0.041,0.016,49.902,28.043
1318,1318,강원,2015-05-31,0.002,0.34,0.035,0.013,38.549,20.901
1319,1319,강원,2015-06-01,0.003,0.378,0.052,0.017,39.979,19.229
1320,1320,강원,2015-06-02,0.003,0.387,0.062,0.018,44.489,21.833
1321,1321,강원,2015-06-03,0.003,0.287,0.042,0.012,43.882,14.14
1322,1322,강원,2015-06-04,0.003,0.333,0.047,0.015,39.585,12.404
1323,1323,강원,2015-06-05,0.002,0.389,0.041,0.015,36.154,16.846
1324,1324,강원,2015-06-06,0.003,0.356,0.043,0.012,36.585,18.234
1325,1325,강원,2015-06-07,0.003,0.412,0.051,0.014,49.021,25.383
1326,1326,강원,2015-06-08,0.003,0.403,0.05,0.016,50.568,25.0
1327,1327,강원,2015-06-09,0.003,0.398,0.051,0.014,51.875,30.021
1328,1328,강원,2015-06-10,0.003,0.426,0.054,0.017,54.344,28.722
1329,1329,강원,2015-06-11,0.003,0.387,0.049,0.014,49.691,24.191
1330,1330,강원,2015-06-12,0.003,0.409,0.059,0.012,49.549,25.088
1331,1331,강원,2015-06-13,0.003,0.461,0.051,0.013,64.179,33.105
1332,1332,강원,2015-06-14,0.002,0.428,0.05,0.01,51.221,28.57
1333,1333,강원,2015-06-15,0.002,0.441,0.05,0.013,47.11,28.143
1334,1334,강원,2015-06-16,0.002,0.439,0.046,0.012,45.638,27.34
1335,1335,강원,2015-06-17,0.002,0.376,0.045,0.009,39.054,20.398
1336,1336,강원,2015-06-18,0.002,0.319,0.044,0.007,33.806,16.742
1337,1337,강원,2015-06-19,0.002,0.305,0.044,0.007,26.667,11.207
1338,1338,강원,2015-06-20,0.002,0.37,0.032,0.011,31.122,15.222
1339,1339,강원,2015-06-21,0.002,0.334,0.033,0.009,28.731,13.731
1340,1340,강원,2015-06-22,0.003,0.394,0.044,0.014,38.064,21.0
1341,1341,강원,2015-06-23,0.002,0.373,0.05,0.011,42.593,25.358
1342,1342,강원,2015-06-24,0.002,0.38,0.045,0.011,39.578,23.311
1343,1343,강원,2015-06-25,0.002,0.409,0.037,0.013,38.818,22.875
1344,1344,강원,2015-06-26,0.002,0.284,0.042,0.007,19.073,7.817
1345,1345,강원,2015-06-27,0.002,0.276,0.034,0.007,24.929,8.929
1346,1346,강원,2015-06-28,0.003,0.3,0.037,0.009,33.149,14.447
1347,1347,강원,2015-06-29,0.003,0.354,0.05,0.015,40.832,19.6
1348,1348,강원,2015-06-30,0.002,0.304,0.044,0.013,35.717,18.804
1349,1349,경기,2015-04-01,0.003,0.526,0.028,0.027,28.475,16.574
1350,1350,경기,2015-04-02,0.004,0.432,0.032,0.019,25.328,12.431
1351,1351,경기,2015-04-03,0.004,0.718,0.019,0.03,37.353,21.474
1352,1352,경기,2015-04-04,0.003,0.439,0.031,0.023,19.624,9.298
1353,1353,경기,2015-04-05,0.003,0.469,0.018,0.027,18.116,10.739
1354,1354,경기,2015-04-06,0.004,0.494,0.02,0.029,59.124,22.649
1355,1355,경기,2015-04-07,0.003,0.444,0.02,0.028,44.015,19.165
1356,1356,경기,2015-04-08,0.004,0.438,0.023,0.03,33.483,17.846
1357,1357,경기,2015-04-09,0.007,0.581,0.024,0.042,56.908,31.195
1358,1358,경기,2015-04-10,0.007,0.589,0.027,0.044,64.7,33.36
1359,1359,경기,2015-04-11,0.006,0.588,0.029,0.043,72.9,37.546
1360,1360,경기,2015-04-12,0.005,0.484,0.038,0.029,57.625,31.704
1361,1361,경기,2015-04-13,0.003,0.347,0.048,0.016,26.935,13.891
1362,1362,경기,2015-04-14,0.003,0.453,0.034,0.029,26.143,17.388
1363,1363,경기,2015-04-15,0.006,0.58,0.04,0.029,50.932,29.428
1364,1364,경기,2015-04-16,0.005,0.509,0.036,0.029,80.58,34.082
1365,1365,경기,2015-04-17,0.005,0.428,0.029,0.029,69.469,16.336
1366,1366,경기,2015-04-18,0.006,0.534,0.018,0.044,61.825,20.281
1367,1367,경기,2015-04-19,0.004,0.437,0.025,0.027,28.589,13.751
1368,1368,경기,2015-04-20,0.003,0.396,0.037,0.026,15.721,7.963
1369,1369,경기,2015-04-21,0.006,0.538,0.029,0.036,49.067,23.038
1370,1370,경기,2015-04-22,0.007,0.572,0.041,0.037,75.452,36.632
1371,1371,경기,2015-04-23,0.006,0.565,0.035,0.036,68.831,36.711
1372,1372,경기,2015-04-24,0.006,0.56,0.049,0.033,78.996,35.435
1373,1373,경기,2015-04-25,0.007,0.45,0.028,0.035,62.08,22.777
1374,1374,경기,2015-04-26,0.008,0.489,0.044,0.03,58.946,27.604
1375,1375,경기,2015-04-27,0.008,0.537,0.044,0.04,66.695,34.406
1376,1376,경기,2015-04-28,0.006,0.456,0.026,0.041,54.448,28.732
1377,1377,경기,2015-04-29,0.004,0.411,0.018,0.031,40.025,24.809
1378,1378,경기,2015-04-30,0.004,0.415,0.028,0.03,33.627,18.222
1379,1379,경기,2015-05-01,0.007,0.473,0.036,0.033,43.933,25.742
1380,1380,경기,2015-05-02,0.006,0.447,0.033,0.029,42.825,26.088
1381,1381,경기,2015-05-03,0.003,0.43,0.021,0.022,29.819,19.469
1382,1382,경기,2015-05-04,0.004,0.368,0.032,0.018,47.026,14.487
1383,1383,경기,2015-05-05,0.004,0.367,0.035,0.021,37.987,11.728
1384,1384,경기,2015-05-06,0.006,0.439,0.031,0.035,45.471,15.837
1385,1385,경기,2015-05-07,0.006,0.44,0.029,0.039,44.338,18.717
1386,1386,경기,2015-05-08,0.007,0.443,0.034,0.034,55.55,30.073
1387,1387,경기,2015-05-09,0.007,0.371,0.041,0.024,40.524,21.326
1388,1388,경기,2015-05-10,0.007,0.42,0.035,0.025,41.595,19.644
1389,1389,경기,2015-05-11,0.004,0.398,0.033,0.025,42.068,19.64
1390,1390,경기,2015-05-12,0.005,0.45,0.046,0.014,41.255,18.19
1391,1391,경기,2015-05-13,0.007,0.432,0.054,0.018,65.697,22.316
1392,1392,경기,2015-05-14,0.006,0.445,0.052,0.022,57.153,26.538
1393,1393,경기,2015-05-15,0.006,0.599,0.043,0.029,107.278,52.816
1394,1394,경기,2015-05-16,0.007,0.545,0.04,0.031,58.205,27.645
1395,1395,경기,2015-05-17,0.008,0.553,0.05,0.027,58.645,32.248
1396,1396,경기,2015-05-18,0.005,0.469,0.036,0.032,47.261,23.895
1397,1397,경기,2015-05-19,0.004,0.46,0.043,0.022,46.236,26.756
1398,1398,경기,2015-05-20,0.005,0.422,0.033,0.023,41.067,17.324
1399,1399,경기,2015-05-21,0.007,0.447,0.043,0.027,42.979,20.346
1400,1400,경기,2015-05-22,0.008,0.509,0.043,0.034,52.258,26.306
1401,1401,경기,2015-05-23,0.007,0.451,0.038,0.035,44.0,21.486
1402,1402,경기,2015-05-24,0.006,0.382,0.041,0.025,32.782,15.86
1403,1403,경기,2015-05-25,0.006,0.377,0.04,0.025,39.466,21.565
1404,1404,경기,2015-05-26,0.007,0.401,0.032,0.033,40.477,22.453
1405,1405,경기,2015-05-27,0.006,0.425,0.03,0.041,38.341,19.885
1406,1406,경기,2015-05-28,0.007,0.472,0.041,0.047,46.286,23.172
