,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
3434,3434,울산,2015-07-15,0.009,0.53,0.04,0.018,76.345,47.58
3435,3435,울산,2015-07-16,0.009,0.215,0.024,0.009,27.225,7.647
3436,3436,울산,2015-07-17,0.006,0.28,0.025,0.011,24.0,7.437
3437,3437,울산,2015-07-18,0.013,0.432,0.025,0.024,38.446,18.554
3438,3438,울산,2015-07-19,0.006,0.473,0.02,0.018,35.635,19.719
3439,3439,울산,2015-07-20,0.004,0.753,0.008,0.021,33.558,16.338
3440,3440,울산,2015-07-21,0.013,0.69,0.017,0.03,37.867,22.072
3441,3441,울산,2015-07-22,0.019,0.528,0.013,0.03,50.657,28.925
3442,3442,울산,2015-07-23,0.006,0.368,0.013,0.018,32.778,14.264
3443,3443,울산,2015-07-24,0.004,0.387,0.013,0.013,33.871,12.329
3444,3444,울산,2015-07-25,0.004,0.263,0.018,0.01,31.104,11.343
3445,3445,울산,2015-07-26,0.009,0.337,0.015,0.014,34.819,13.694
3446,3446,울산,2015-07-27,0.006,0.369,0.021,0.02,38.82,16.787
3447,3447,울산,2015-07-28,0.009,0.502,0.024,0.028,45.98,25.26
3448,3448,울산,2015-07-29,0.014,0.569,0.033,0.028,61.486,39.3
3449,3449,울산,2015-07-30,0.017,0.574,0.043,0.026,71.778,47.5
3450,3450,울산,2015-07-31,0.018,0.562,0.038,0.03,67.375,43.109
3451,3451,울산,2015-08-01,0.013,0.534,0.051,0.023,59.183,40.183
3452,3452,울산,2015-08-02,0.014,0.463,0.032,0.021,42.897,27.103
3453,3453,울산,2015-08-03,0.01,0.408,0.027,0.019,38.53,23.712
3454,3454,울산,2015-08-04,0.01,0.352,0.028,0.018,31.516,17.032
3455,3455,울산,2015-08-05,0.014,0.411,0.029,0.021,46.818,29.636
3456,3456,울산,2015-08-06,0.012,0.557,0.039,0.025,55.214,36.625
3457,3457,울산,2015-08-07,0.012,0.461,0.025,0.019,47.981,31.167
3458,3458,울산,2015-08-08,0.007,0.398,0.025,0.015,38.636,23.023
3459,3459,울산,2015-08-09,0.015,0.439,0.045,0.02,48.0,30.182
3460,3460,울산,2015-08-10,0.01,0.391,0.053,0.023,40.596,25.737
3461,3461,울산,2015-08-11,0.006,0.422,0.039,0.028,42.889,28.111
3462,3462,울산,2015-08-12,0.003,0.342,0.024,0.016,18.438,9.062
3463,3463,울산,2015-08-13,0.006,0.397,0.036,0.014,21.4,11.32
3464,3464,울산,2015-08-14,0.008,0.501,0.048,0.017,44.6,30.578
3465,3465,울산,2015-08-15,0.009,0.564,0.052,0.015,53.23,38.563
3466,3466,울산,2015-08-16,0.004,0.461,0.043,0.01,37.833,26.067
3467,3467,울산,2015-08-17,0.003,0.383,0.037,0.009,19.146,9.305
3468,3468,울산,2015-08-18,0.004,0.365,0.029,0.008,21.209,10.512
3469,3469,울산,2015-08-19,0.003,0.341,0.028,0.011,22.057,9.253
3470,3470,울산,2015-08-20,0.003,0.379,0.019,0.018,23.83,11.936
3471,3471,울산,2015-08-21,0.004,0.455,0.027,0.019,20.639,10.422
3472,3472,울산,2015-08-22,0.009,0.496,0.034,0.022,39.323,23.247
